system_id,artTitle,artUrl,artDate,artCatagory,artContent,dataSource
338,即／趙少康結論：賴清德就是台灣和平「最大的威脅」｜東森新聞,https://news.ebc.net.tw/news/article/398818,2024-01-01 14:29:00,政治,2024大選倒數，唯一一場副總統候選人辯論會今天下午2時在公視登場，民眾黨副總統候選人吳欣盈、民進黨副總統候選人蕭美琴、國民黨副總統候選人趙少康3人將透過交互詰問正面交鋒。並由將由自由時報、民視、TVBS、聯合報等4家代表媒體提問。辯論流程分為候選人申論、媒體提問、候選人交互詰問及結論等4個階段。副總統候選人發言順序，經抽籤序為蕭美琴、吳欣盈、趙少康。趙少康在申論階段表示，台灣的風險來源就是民進黨啊，把台灣搞得兵兇戰危，全球關注台灣都是關注會不會發生戰爭，不就是民進黨的政策造成的嗎？⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看趙少康指出，馬英九時代，大陸觀光客400萬人次，觀光業佔全球GDP的11%，是無煙囪工業，許多基層麼服務業民眾，都嗷嗷待哺，期待更多人次的觀光客到來。趙少康宣布，「正式宣布辭職中廣董事長，現在就簽名」，現在就等賴清德如何處理萬里的老家，看到賴清德處理萬里老家處理成這樣，治國真的讓人很擔心，難道賴清德治國遇到困難，也用哭的嗎？趙少康宣布，未來4年副總統薪水，1毛不要，福利也通通不要，官邸也不住，拿來做青年住宅，「通通免費」。趙少康回應自由時報提問「如何協助總統突破外交困境」時表示，前外交部長錢復曾說過，「大陸政策是外交政策的上位政策」，民進黨不相信，結果就是丟了9個邦交國。趙少康主張，執政之後，還是要跟大陸談外交休兵，另外還是要提升自己的實力，他當環保署長時，台灣的經濟實力還不錯，跟歐洲多國的環境部長在辦公室裡見面過，馬英九過去執政了8年，獲得更多免簽國，「丟了什麼主權？」反而民進黨執政，什麼國際組織都不能參加，獲得了什麼主權。趙少康面對民視提問「是否投資更多軍事預算」時表示，中國的國防預算是台灣的17倍，把軍事預算提升到GDP的2.5%、3.5%也比不過，但是這樣就算了嗎？當然不是，他一直主張要源頭打擊，飛彈要打到大陸沿岸的基地、在海上就殲滅，絕對不讓敵軍上岸，不像民進黨的國防政策，是要跟敵軍打巷戰。趙少康強調，如果他執政之後，絕對不會因為某些媒體立場親近，就多給他們錢，媒體預算一定是公平分配投標，也不會把媒體當作御用媒體，來打擊對手，媒體是民主的第四權，民進黨在野時，爭取100%的言論自由，一旦執政之後，就打壓媒體、箝制異己，無所不用其極，「我們絕對不會這樣做」。趙少康回應「中華民國憲法」相關議題，蔡英文說，「九二共識」、「一中各表」、「一國兩制」三位一體，奇怪了，誰支持一國兩制了？「我們從頭到尾反對一國兩制」，蔡英文是中華民國總統，怎麼總是把習近平的話當聖經？趙少康指出，而且民進黨老是逼問習近平，一中是不是中華民國？「你是習近平你會說中華民國嗎」，對習近平而言，他當然不會說中華民國，非要把對方逼到牆角，對方當然說一中是中華人民共和國，所以沒有共識，共識就是「他講他的，你講你的」就有了通關密碼。趙少康痛批，賴清德、台獨、戰爭這才叫做三位一體，跟九二共識連結的是一個中華民國、一個中華民國的九二共識。蕭美琴提問「核電廠」設置在台灣何處，趙少康回應表示，按照民進黨的能源政策，如果不使用核電，怎麼樣也不可能在2025年達成碳排淨零，核廢料要怎麼處裡，美國怎麼處理，台灣就怎麼處理。吳欣盈提問，趙少康到今天才請辭是真心請辭嗎？趙少康表示，「我當然是真心要辭，我在等賴清德啊，賴清德什麼時候要捐，賴清德才是在緩兵之計」。趙少康還表示，中廣去年就邀請泰勒絲來台灣開演場會，但是泰勒絲擔心台灣有「地緣風險」，所以，連藝人都不來，那些資本家敢來嗎？所以台灣只要沒有和平的環境，就不會有資本來投資。吳欣盈提問「如何解決少子化的問題」。趙少康表示，侯友宜已經提出0～6歲國家養，7～12歲國家顧，在家照顧的每個月補助1萬，生第3胎的給100萬，另外婦女留職留薪也很重要。趙少康在結論階段表示，賴清德說中華民國是災難、中華民國憲法是災難，賴清德是台灣和平最大的威脅、這是不是口誤，這是賴清德的信仰、價值、一直以來的主張，如果台灣漂到夏威夷旁邊，隨便幹什麼都可以，但是台灣跟大陸距離就是這麼近。趙少康說，國民黨撤退到台灣來，跟大陸還藕斷絲連，也就是因為一點點的絲連，所以還能夠維持台海的和平，這一次的選舉要做一個非常重要的選擇，是要一刀切斷，還是有一點點絲連，一刀切斷當然很痛快，但是會有立即的危險，美國都介入不了。趙少康指出，就像蕭美琴女士說服裴洛西來台灣，來了以後老共軍機、軍艦包圍台灣，美國什麼都不能做，絲連是很不乾脆，但是這個絲連至少可以讓台灣保命幾十年甚至幾百年。趙少康說，「我們的憲法是不符合現實，甚至有一點荒謬，但這就是我們的保命符」，這一次的選舉真的是戰爭與和平的選擇，選擇賴清德就是危險的開始。,EBC
339,再批賴清德！侯批：侮辱「中華民國」母親、忘養育你長大｜東森新聞,https://news.ebc.net.tw/news/article/398821,2024-01-01 14:10:00,政治,2024嶄新的一天，藍營大造勢，侯友宜戰略明確，先轟蔡總統元旦談話聲稱，連結九二共識的中華民國的憲法，才是災難！總統候選人（國）侯友宜：「他（賴清德）內心，沒有中華民國。」侯友宜痛批綠營，更嗆賴清德連唱國歌嘴巴都不張開！總統候選人（國）侯友宜：「他沒有國家的觀念，怎麼能夠選中華民國的總統呢？」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看侯友宜加碼痛批賴清德說要公開解密高端。總統候選人（國）侯友宜：「敢說就要敢做，不要不做喔，63件高端案件的檢舉都沒弊案，你既然敢說那就公開。」侯友宜打賴不手軟，更嗆綠營先前把手伸入校園「卡管」。總統候選人（國）侯友宜：「政治干預學術界，太明顯了啦，虧你還是台大人，這個時候又說這些更不應該。」侯友宜不只受訪批綠，更在臉書猛打綠色執政東缺西缺，事實上，侯友宜虧綠同時，也對白的主帥柯文哲喊話。總統候選人（國）侯友宜：「不要用中共介選的民調，來說是我的不要抹紅我，就像你也不需要賴清德抹紅，你也會說這樣不對。」侯友宜堅守國家主權，更別說辣個男人也有話想對支持者說。國民黨不分區第1名韓國瑜：「民進黨二次執政，沒有看過這麼愛錢，這麼貪汙這麼離譜的政黨。」韓國瑜致詞金句連連。國民黨不分區第1名韓國瑜：「大家去銀樓買戒指買項鍊，都要買（含金量）9999，桃竹苗就是全台灣，最重要的9999，這幾位立委，我們從1/1開始，全面幫他們拉票好不好（好）。」藍營迎接新的一年，盼1/13迎來新的氣象。,EBC
340,侯辦攻憲法災難「加深疑賴論」 綠反打中國又介選｜東森新聞,https://news.ebc.net.tw/news/article/398822,2024-01-01 14:17:00,政治,藍營緊咬賴清德，日前辯論會憲法災難論，還在新年要送歌給賴清德，侯友宜競辦發言人柳采葳：「刻在賴心底的台獨，忘記了民國這回事，於是謊言說了一次，就是一輩子。」國民黨小雞改編歌詞，狂酸賴清德的中心思想，但不是只有對手這樣講，也有學者認為，災難說與台獨說恐會牽動美中台關係，加深美方疑賴論，面對藍營猛攻，綠營似乎不接招，繼續痛批中國介選，傳出台企聯要求台商捐款給國民黨，尾數還要加200元作識別，民進黨立委劉世芳：「中國介入台灣的選舉，本來就是無所不用其極，今年尤其是更甚之，現在更是用滲透的方式，要求台商能夠捐獻，給特定政黨候選人。」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看民進黨立委林靜儀：「利用捐款的尾數，來作為一個識別，這是一個有一點類似像，去年地方選舉時候看到在投票所外面，利用投票的人，戴什麼顏色帽子、穿什麼顏色衣服、背什麼顏色包包，這種方式來進行一個所謂身分識別的動作，這樣子的行為，是充分介入台灣選舉。」綠營這樣批評，但有台企聯內部人士聽到不滿表示，這個只是在個人群組提出來，沒有逼迫和要求，跟「中國介選」沒關係，直指選舉到了，民進黨在潑髒水，這回藍綠兩方人馬，從論述吵到介選，選戰在即煙硝味濃。,EBC
341,替賴「災難說」拆彈？蔡：憲法非風險、九二共識才是｜東森新聞,https://news.ebc.net.tw/news/article/398823,2024-01-01 14:26:00,政治,民國113年府前元旦升旗，正副總統領唱國歌，在野黨今年高度關注要競選的賴清德，有幾句歌詞沒唱出口。總統蔡英文：「這好像是我的記者會，你再找另外機會回答。」被問到這題，蔡總統看了看一旁賴清德，表情顯得凝重，或許知道日前自己脫口，「中華民國憲法災難說」，必然成為新春談話焦點。總統蔡英文：「這本來就是總統應該做的事情，這一點我跟副總統立場是一樣的，我這八年來我也是這樣做，大家都知道我支持誰，他今天就站在這裡，蔡英文路線不是指一個人，而是一個團隊一起創造，蔡英文路線就是沉著穩健令人信賴。」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看數次掛保證，賴清德就是「蔡英文路線」的繼承人，再藉由中國國家主席習近平，告台灣同胞書五周年，蔡總統砲轟在野黨認同九二共識風險更大。總統蔡英文：「九二共識一中原則一國兩制，就是三位一體的對台方案，持續以九二共識為通關密語，向台灣人民表達，可以與中國溝通，我要跟各位說，溝通固然重要，但是以主權來交換，未免也太沉重了。」花了大篇幅談主權，執政7年多，蔡總統點滴在心頭。總統蔡英文：「不論你是支持蔡英文，或是批判蔡英文，我都要謝謝每一位台灣人民，如果有人問我，為台灣留下什麼？我會說我留下了一個，世界的台灣。」攸關明年元旦誰會站在台上，蔡總統藉著任內最後一次新春談話，除了細數政績，更出手幫自家副手拆彈。,EBC
342,凝聚藍營！ 侯友宜元旦黨中央升旗、謁陵 民眾喊加油｜東森新聞,https://news.ebc.net.tw/news/article/398825,2024-01-01 14:36:00,政治,國民黨元旦升旗，總統候選人侯友宜、黨主席朱立倫、台北市長蔣萬安，三巨頭圍上圍巾帶領唱國歌，在場支持者情緒激動，來個新年新希望，國民黨總統候選人侯友宜vs．支持者：「明年去總統府升旗啦，感謝謝謝大家。」選戰倒數，侯友宜打出中華民國牌，再嗆賴清德災難說，國民黨總統候選人侯友宜：「賴清德說了，中華民國是災難，下來又講了一句話，不對中華民國憲法是災難，我記得前一段時間喊，中華民國是神話，尤其賴清德，你內心的想法是台獨，就是引戰。」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看台北市長蔣萬安：「我們聚在一起一起升旗，表達對於中華民國，對於我們的國旗最高的敬意。」結束升旗，國民黨包車前往桃園頭寮陵寢，故總統蔣經國逝世36周年，前來謁陵，司儀：「三鞠躬。」黨主席朱立倫擔任主祭，侯友宜、韓國瑜在後陪同，場面肅穆，日前柯文哲公開嗆國民黨，蔣經國是堅定反共，現在國民黨大動作謁陵，奪回經國牌的話語權，國民黨主席朱立倫：「他（蔣經國）的精神，就是國民黨的精神，他的主張就是國民黨的主張，所以我們都一直堅守經國先生的路線，而今天任何認同經國先生路線的，我們都贊成，但是搞台獨的，或者是破壞中華民國的，絕對不是經國先生的路線。」中央黨部前升旗，再到桃園謁陵，國民黨一連串的動作，就是要強調中華民國正統，選戰最後階段，催出深藍選民。,EBC
343,即／吳欣盈聽錯題目 狂讚柯文哲：不貪還很勤勞｜東森新聞,https://news.ebc.net.tw/news/article/398826,2024-01-01 15:17:00,政治,副總統辯論會第二階是段媒體提問，針對外交困境，吳欣盈認為應採取二軌外交，並在法規上和國際接軌，不過她似乎也聽錯了題目，頻頻稱在黨主席柯文哲。針對自由時報提問，副手該如何協助總統處理外交困境？民眾黨副總統候選人吳欣盈表示，台灣的外交困境，困境是重點，從來沒人說很容易，最近去COP，外交部就是穿國王的新衣，被她點破沒穿衣服，待會有準備相關紀錄可以和大家分享，也要求外交部官網進行更正。至於副手部分怎麼協助總統推廣外交？吳欣盈指出，第一，國際部分要注重二軌外交，還有雙向貿易協定和交流，像是30幾個BIA、FTA等，這些都不阻撓台灣在國際上交更多朋友。第二，法規部分要有互通性，例如，個資法、全球最低稅制等等，跟國際能搭上線，藉此獲得國際投資，台灣相對的重要性就會提升，現在只有台積電是護國神山，要有「護國群山」保護台灣也提升經濟。⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看接著民視提問，針對中國對台灣的軍事威脅，如何強化國防？台灣國防預算從3500億到6000億，表面上是創下歷史新高，但其實只佔台灣的GDP的2.5%，南韓有2.8%，新加坡有3.2%，美國也希望台灣能達到3%，顯示還有努力空間，要問三位副總統候選人，是否支持繼續投資國防，哪些可以再強化？例如潛艦國造、義務役回復一年等，有何看法？吳欣盈表示，民眾黨的國防政策發現兩岸軍力逐漸失衡、軍購弊案連連、流營率低、部隊人力嚴重不足問題，願景就是被戰而不畏戰，能戰而不求戰，國防目標是，面對強敵不被擊垮，堅持作戰的軍隊，全民要有信任能戰勝軍隊，落實國防，建立友軍合作軍隊。實體改革部分，要均朝實戰化、專業化、合理化、透明化方向改革，總結是認同GDP軍用花費要拉到3%。至於志願役部分，吳欣盈提到，先前她到校園分享，讓學生投票，僅4分之1願意作戰，其他都是「我OK你先上」等答案，顯示一般民眾不願打仗，志願役、義務役如何分配，台海部分以志願役為主，義務役作為備守以及戰力補充。此外，目前軍人不多了，要有更好待遇薪資更好，要好好照顧軍人。接著TVBS提問，2016年蔡英文完成政黨輪替，聲稱要拋棄對立，但現在台灣更團結了嗎？這次總統大選負面選舉更激烈了，不同立場互相攻擊，台灣陷入更對立更分裂，如果當選要怎麼樣團結台灣，請具體說明，另外，也要請候選人評價另外兩組候選人並說出一項優點。台灣其實有很多跨黨派合作，比如說個資法，全世界50個民主國家都採用，民眾黨執政將會努力將其導入全國。不過吳欣盈似乎是沒聽懂題目，開始稱讚柯文哲，「柯主席優點是不貪，很勤勞，用數字治國，有許多不管國防、勞健保議題，他都像醫師一樣勇敢面對問題找出解方。」最後，聯合報提問，中華民國憲法是總統大選討論到兩岸政策的核心議題，侯友宜說，中華民國憲法是兩岸議題的護國神山，賴清德說，中華民國憲法護國是神話、鄉愿與災難，柯文著說會遵守中華民國憲法，美中關係的知名學者曾投書期刊，建議台灣要依憲法處理兩岸，也建議賴清德若當選要凍結台獨黨綱，美國學者的投書似乎暗示中華民國憲法與台獨黨綱是對立概念，要問3位副總統候選人，中華民國憲法和和台獨黨綱，誰是神話？誰是鄉愿？誰是災難。吳欣盈表示，從1996年到現在中國一直是總統大選的因素之一，藍綠兩黨靠中、反中，都喪失國民自主性，民眾黨主張可以合作的就合作，需要競爭就競爭，需要對抗就對抗。現在海峽兩岸是和平，就是建立在中華民國概念上，民眾黨主張兩岸多交流，柯文哲曾辦過世大運和8次雙城論壇，多點交流就會有多點尊重，柯文哲也常說五個互相：互相認識、互相了解、互相諒解、互相合作、互相尊重。最後，吳欣盈認為，其實最重要的根本就是台灣要提升自己競爭力，她大學時學國際關係，民進黨採取衝突模式，國民黨和中國走太近，民眾黨走出第三個路線，必須提升台灣競爭力，從經濟開始出發。,EBC
344,即／藍綠猛攻！吳欣盈被邊緣狠嗆：別把我當空氣｜東森新聞,https://news.ebc.net.tw/news/article/398832,2024-01-01 15:54:00,政治,第三階段交互詰問部分，吳欣盈才反應過來剛剛聽錯題目答非所問，立刻稱讚兩位副總統候選人，眼見趙少康蕭美琴雙方猛攻，她被邊緣也不忍了，狠嗆「不要把我當成空氣。」首先蕭美琴提出能源、核電議題，能源是民生和經濟發展重要課題，侯召提出政策不同，侯友宜提高到18%，召25%，台電估算，台灣都需要新增好幾座核電廠，核電廠到底要蓋在哪裡，民進黨都反對，是要蓋在國民黨執政縣市嗎，核廢料問題怎麼處理？都不講清楚，就是不負責任，並也要詢問吳欣盈的看法。「剛忙著稱讚主席，忘了講兩位候選人的優點」，趙少康就是政治金童，蕭美琴在外交方面做得很好。針對核電部分，其實是很嚴肅的議題，她在立法院衛環委員會當召委，都有持續關注，能源提供、產業發展、生態環保，不能用意識型態來處理，民進黨2025非核家園，可以彌補缺口的，拼命發展再生能源，這也是國際趨勢。⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看2050年淨零探排，再生能源要提升到60~90%，這部分她是支持的，但是再生能源要穩健發展，不能強制停用核電，強迫風電、光電快速發展，不僅衍生弊案也破壞環境，柯盈配主張核二、核三延議，核四進行全體盤查後，再決定下一步，而台灣還是以製造業為主，應用務實態度面對核電，不要用意識型態來看，像是歐盟有國家反核，但是是向邊境國買核能，可惜台灣沒有這種選擇。趙少康提問，蕭美琴和吳欣盈都曾經是美國人效忠美國，美台若發生衝突時要怎麼辦？吳欣盈表示，能源政策是產業是否有國際競爭力問題，能源昂貴或「不綠」就等於沒有競爭力，需確保經濟安全，例如穩定供水，過去她在立院辦過相關議題的公聽會。台灣也應從碳權轉而成立碳排放交易所，提升國際競爭力。至於趙少康提問的台美衝突問題，吳欣盈則沒有回答。趙少康後續提問，幾乎都猛攻蕭美琴，吳欣盈苦笑說，「剛剛趙少康問題都針對蕭美琴，突然冒出一句要我回答，我只是要跟觀眾說，不要把我當成空氣，民眾黨有30%選民支持，最近主席到外面，不用發便當，3~5萬人都自願到場力挺，不要搞棄保，就是喪失自己的投票權利」，針對國籍認同問題，吳欣盈坦言，表示自己是中華民國國民、台灣小孩，祖先來自大陸福建，且和台灣人民站在一起。而柯文哲邀請她當副手時，直呼「太好了，這位子等了20年」，從公益的小愛做到大愛，關懷台灣這塊土地。,EBC
345,即／吳欣盈批藍綠辯論脫離日常 大膽許下1心願｜東森新聞,https://news.ebc.net.tw/news/article/398837,2024-01-01 16:24:00,政治,副總統候選人辯論會今（1）日下午2時在公視登場，在第四階段結論部分，吳欣盈強調，這次選舉「我們要的是做事的人，不是作秀的人。」吳欣盈指出，兩黨輪流執政24年，我們總是聽到勞保要破產，為什麼不改？健保體系要破產？為什麼不改？退休金存不到，為什麼不改？不敢面對問題，就不能解決問題。她多次提倡，環境要永續、財政要永續、醫療要永續，也具體提出解方，就是要給台灣，一個看得見的未來。吳欣盈表示，兩黨都稱重視經濟，卻把金融市場愈做愈萎縮，連台灣IPO「首次公開募股」的規模，不只落後日本、韓國、香港、新加坡等地，就連印尼和馬來西亞也比不上。要提升台灣的競爭力，必須要產官學合作，怎麼樣改善外資來台投資的經濟環境，可以參考AmCham台灣美國商會、ECCT歐洲在台商務協會的年度白皮書。政府應導入績效與當責的制度，落實政府和企業一樣的治理。打造更公開透明的國營事業及官股行庫，對全體國民負責。民眾黨不只要把國家還給你，還要還給人民，一個追求績效、有責任感的政府文化。⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看吳欣盈說，剛才的辯論過程中，可以發現藍綠兩黨越來越脫離臺灣民眾的日常現實生活。政治不應該變成了一場表演。譬如幾個月前的明揚工廠「大火」殉職的6位消防員，結果「今天公祭、明天忘記」，政府老是在問題產生，才開會檢討，結果總是互相踢皮球。「過去我在民間的經驗，很多事都是民間早就做了。我的曾祖父曾因工作事故而終身殘疾，為了生活仍然要勤奮工作，向6位子女灌輸了：勤勞工作、老天自有回報。我的爺爺秉承這些價值觀努力工作，最終成就一個目前在全臺灣擁有20多萬名員工的企業。爺爺注意到勞工的辛苦、警消人員工作的危險，40年前，在政府還沒做之前，他設置了警消人員因公殉職的家庭撫卹金。我們要的是做事的人，不是作秀的人。」吳欣盈強調，民眾黨執政會帶進新的政治文化，一個「重啟」和平繁榮的新機會。她認為，台灣勤奮的人民應該得到更好的生活！我們需要的是嗡嗡嗡為大家賺錢及省錢的柯盈配。柯主席提出的居住正義：包括社會住宅、減稅及租金補貼，是大大的減低年輕人的負擔，而我提出增加國庫收入的方法，例如主權基金、數位AI轉型、綠色金融、數位醫療，不只可以創造更多工作機會，還能幫民眾提高薪資，大大增加國民的收入。負擔減少了、收入增加了，年輕人才看得到未來！今天是2024年的第一天，吳欣盈也在辯論會上邀請大家在元旦為自己許下一個心願。吳欣盈也坦言，她的2024元旦新希望就是：總統副總統請給1號1次機會，1月13日大家都出來投票，投給不貪錢，還會幫大家賺錢的柯盈配。請用選票，一定要把國家贏回來、還給人民！,EBC
346,Yahoo網路投票：侯友宜辯論會「表現最好」 看好度最高｜東森新聞,https://news.ebc.net.tw/news/article/398839,2024-01-01 17:00:00,政治,總統大選進入最後不到2週的階段，在總統辯論會後Yahoo的網友投票結果顯示，侯友宜辯論會表現最好，看好度也最高。在「總統辯論會誰你認為誰表現最好」的題目當中，侯友宜29.7%領先，柯文哲26.3%排名第二，賴清德15.8%排名第三，「沒看辯論與不知道」，則分別有17.4%與10.8%。在「總統辯論會，你有看嗎」的題目當中，「全程看完」的有36.3%，「只看部分」的有33.2%，沒有看的30.5%。⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看在「你已經決定投給誰了嗎？」的題目當中，回答「是，已經決定」的有71.3%，回答「否，尚未決定」的有11.8%，回答「不知道、沒意見」的有16.9%。在「如果明天就是總統大選，看好誰當總統」的題目當中，侯友宜以34.0%領先，柯文哲以22.5%排名第2，賴清德20.6%排名第3，回答「不知道、沒意見」則有22.9%。參與投票的族群當中，男性佔62.7%、女性佔37.3%，居住地區北部（北北基／桃竹苗）54.8%、中部（中彰投）17.4%、南部23.5%、東部3.3%、離島1%。年齡分布方面，55歲以上19.7%，51～55歲13.3%，46～50歲13.3%，41～45歲17.1%，36～40歲15.5%，31～35歲10.6%，26～30歲6.1%，20～25歲3.3%，未滿20歲1.1%。,EBC
347,管中閔控賴指揮打壓台大 侯友宜224字暖心聲援｜東森新聞,https://news.ebc.net.tw/news/article/398843,2024-01-01 16:54:00,政治,賴清德在辯論會被問到「卡管案」時，聲稱管中閔能擔任台大前校長，是在他當行政院院長時核定的，隨後遭管中閔黑底圖文反嗆，今（1）日管中閔再開嗆賴清德，當行政院長時指揮部會打壓台大，如今敢做不敢當，「這是什麼樣的擔當？」今（1）日管中閔在臉書上發文指出，賴清德當年擔任行政院長，指揮部會打壓台大，迫害校長當選人時，威風凜凜，殺氣騰騰。如今面對質疑，敢做不敢當，只會閃躲卸責，這是什麼樣的擔當？管中閔質疑，2019年面對網軍攻擊，賴清德只會在鏡頭前哀求，請「總統約束網軍」，這是什麼樣的骨氣？他不禁想到，有朝一日若面對軍事威脅，賴清德是否也只會在鏡頭前哀求，請對方「約束軍隊？」並提及史記荊軻刺秦王中的秦舞陽，敢在市井殺人，見到秦王色變振恐。「我所見者，亦不過秦舞陽之流爾。」此外，國民黨總統候選人侯友宜也在貼文下方回應表示，「我們永遠忘不了當年卡管案，管校長所遭受的委屈，全國人民不僅看在眼裡，更是義憤填膺。管校長展現了讀書人的風骨，不畏強權，堅定守護校園。」侯友宜也嗆賴清德，盡顯當權者的傲慢，公然將政治黑手伸入校園，侵害學術自由。賴清德手握權力，想到的從來不是人民，而是自己、政黨，甚至派系的利益。賴清德的心中，沒有大學自治、沒有中華民國、沒有人民社會，一心只有台獨萬歲、新潮流利益、透過選舉掌握權力。在賴清德身上，看不到所謂的擔當跟骨氣，只有看到一股狠勁，用在對付政敵，欺壓人民。,EBC
348,2024總統當選率預測！侯康首超車賴蕭 驚人數據曝｜東森新聞,https://news.ebc.net.tw/news/article/398845,2024-01-01 17:35:00,政治,大數據分析平台「網路溫度計」旗下專門預測總統大選的「2024選戰溫度計贏讚台灣未來」（以下簡稱選戰溫度計）今（1日）公布最新的總統候選人「預測當選率」，國民黨侯康配以38.11%首度超車領先，民進黨賴蕭配以38.1%居次，兩者僅差0.01個百分點，而民眾黨柯盈配23.79%暫居第三。根據「選戰溫度計」各面向指數分析顯示，「柯盈配」近7天的網路聲量47.5萬筆，呈上升趨勢，好感度0.5呈下降趨勢，粉絲互動力49.7萬呈上升趨勢，情緒佔比的部分，正面16.2%、中立47.76%、負面36.12%。「賴蕭配」近7天的網路聲量59.1萬筆，好感度0.3呈下降趨勢，粉絲互動力64萬呈下降趨勢，情緒佔比的部分，正面13.68%、中立47.32%、負面38.99%。⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看「侯康配」近7天的網路聲量51.6萬筆，好感度0.3呈上升趨勢，粉絲互動力爆增至32.9萬，呈上升趨勢，情緒佔比的部分，正面13.74%、中立46.53%、負面39.73%。,EBC
349,新／日本7.6強震 台灣特種搜救隊待命救援｜東森新聞,https://news.ebc.net.tw/news/article/398869,2024-01-01 19:04:00,政治,日本石川縣今強震，消防署表示，已經整備160名搜救人員，和4隻搜救犬，以及各式裝備器材，如果接獲外交部通知日本需要救援，將會搭乘專機前往搶救。,EBC
350,賴中華民國憲法災難說 侯友宜批：心中沒國家｜東森新聞,https://news.ebc.net.tw/news/article/398870,2024-01-01 19:25:00,政治,民進黨總統候選人賴清德的「中華民國憲法災難說」持續成為大選攻防焦點，元旦這天藍綠在各自主場舉行升旗儀式，國民黨總統候選人侯友宜就批評賴清德，內心想法是台獨，明顯就是想引戰！賴清德卻搬出侯友宜炒地爭議來反擊。結果總統蔡英文也加入戰局，認為「中華民國憲法不是風險，跟九二共識的連結才是真正風險。」2024元旦升旗，國民黨總統候選人侯友宜，黨主席朱立倫，台北市長蔣萬安，圍上圍巾中央黨部前，領唱國歌藍軍凝聚氣勢，也許下新年新願望，國民黨總統候選人侯友宜vs.支持者：「明年去總統府升旗啦，感謝謝謝大家。」支持者盼著侯友宜，2024能夠進軍總統府，稍早之前對手賴清德，正在府前升旗，國歌領唱團體：「吾黨所宗。」⊕2024總統立委大選◆倒數計時！即時選情報導！立刻看民進黨府前升旗典禮，關鍵正副元首領唱國歌，賴清德就被質疑，其中有幾句歌詞沒有開口唱，賴清德vs.侯友宜：「他沒有國家的觀念，怎麼能夠選，中華民國的總統呢，我有唱欸我真的有唱，你們可以看一下影片。」有沒有開口唱，各界都緊盯畫面，而賴清德的，中華民國憲法災難說，再成攻防焦點，侯友宜vs.賴清德：「賴清德說了，中華民國是災難，下來又講了一句話，不對中華民國憲法是災難，你內心的想法是台獨，就是引戰，那與其抹黑造謠對我進行攻擊，不如啦把他們，想要炒地獲取暴利的事情，勇敢的把事情講清楚。」連總統蔡英文也替副手拆彈，直呼認同九二共識風險更大，總統蔡英文：「九二共識一中原則一國兩制，就是三位一體的對台方案，而持續的以九二共識為通關密語，向台灣人民表達可以與中國溝通。」2024選戰倒數兩岸間，敏感主權意識議題，藍綠持續交鋒。,EBC
