system_id,artTitle,artUrl,artDate,artCatagory,artContent,dataSource
984,酸「民眾黨8席沒用」 柯建銘：新國會「演太離譜」會被淘汰｜東森新聞,https://news.ebc.net.tw/news/article/402126,2024-01-22 15:22:00,政治,民進黨團總召柯建銘開轟民眾黨，自許國會關鍵少數出考卷，就想左右藍綠佔多數的立院龍頭之爭。民進黨立院黨團總召柯建銘：「國民黨自己本身就過半，他有需要你8席嗎？我馬上給他回絕，我們不會祈求你，向你祈求，除非你無條件起義來歸。」言下之意，似乎把老院長游錫堃，拋出的綠白合大門狠狠關上，但這還不夠，柯建銘再一腳踹破。民進黨立院黨團總召柯建銘：「民眾黨黃國昌最近跳出來，一副好像天下都是看我，我都看不懂，急於出手自曝其短敗象已露。」民眾黨不分區當選人黃國昌：「作為總召的柯建銘，連立法院院長蘇嘉全，或者游錫堃都沒放在眼裡，彷彿整個立法院是由他個人可以左右，立法院最有名的喬王啊，這是哪門子監督制衡。」誰沒把誰放在眼裡，兩人新仇舊恨一次爆發，隔空開戰。而民眾黨仍堅持以四項考題，評估挺藍還挺綠，還設定交卷的最後期限1/28號，要來見真章。民進黨立院黨團總召柯建銘：「我會這麼白X嗎，我會與虎謀皮嗎？他想搞一個私設刑堂，一副不可一世的樣子。」民眾黨不分區當選人黃國昌：「個人的發言其實沒有需要多做回覆，因為相較以前游錫堃的發言就比他有高度多了，這也是為什麼游錫堃可以當立法院長。」立院還沒開議，光是一個院長寶座，已經讓沒過半的三黨，都吵得風風雨雨。,EBC
985,2026對戰黃珊珊、高嘉瑜？蔣：不要因大雁飛來分心｜東森新聞,https://news.ebc.net.tw/news/article/402175,2024-01-22 21:45:00,政治,穿暖一點（台語），用最溫暖的話來暖一暖這好冷好冷的天，台北市長蔣萬安臨時新增行程，到萬華社福中心視察低溫避寒整備情形，細節顧到位就怕街友會冷到，台北市長蔣萬安vs.社福人員：「保暖的，禦寒的衣物，有暖暖包，夠嗎，（夠夠夠）。」全力拚市政，蔣萬安就想拚出高滿意度，只不過2024大選結束之後，區域立委各就定位，或許有人就想更上一層樓，但是蔣萬安人氣這麼高，就有人說綠營似乎無人能與之一戰，台北市長蔣萬安：「你們有沒有聽過一句成語，叫做鴻鵠將至，也就是兩個人對弈下棋，其中有一個人就說，哇有一隻大雁真的要飛來，所以就分心，這樣子就事情不會做好。」只是反過來說，蔣萬安對於敵營來看就是那隻鴻鵠吧，綠營戰將還剩下哪些人呢，就有網友點名，包括立委吳思瑤，總統府秘書長林佳龍，以及過去的勁敵吳怡農，甚至是剛落敗的高嘉瑜都有人提到，立委（民）高嘉瑜：「包括內閣的閣員或者是我們，資深的民意代表等等，也都有意來參選，那我相信黨中央會讓最適任、最能夠勝選、最強的人選來參選2026的台北市長。」高嘉瑜並沒有否認自己想出戰首都的意願，只是台北一向被民眾黨視為是大本營，就有聲音說可能人選就是曾經參選失利的黃珊珊，台北市長蔣萬安：「對我來講應該是好好專心在眼前的工作，所以不會一心只想著鴻鵠將至，反而把事情沒有做好，所以最重要的就是專心的把市政好好做好。」畢竟距離2026還有兩年時間，要說變數實在是太多了，蔣萬安唯一能做的或許還是那句好好做事。,EBC
986,獨！民進黨人事改組吳崢、王義川1／23與賴清德見面｜東森新聞,https://news.ebc.net.tw/news/article/402177,2024-01-22 21:56:00,政治,南部鄉親熱情的愛，讓賴清德好害羞。總統當選人賴清德：「剛剛這樣熱情歡迎，我也會臉紅耶。」勝選後，賴清德下鄉謝票，首日從高雄出發，要用兩周時間，全台跑透透，期間也會穿插感恩便當會，聽聽地方意見。總統當選人賴清德：「大家都知道，我現在是台灣隊長，跟你們宣布，台灣隊沒有解散哦，做不好要改進就說一聲，沒說不會知道，結果做得不好，就浪費大家支持。」面對的第一個執政挑戰就在立法院，賴清德也展現高度重視，史上第一次，總統當選人1／23親自回娘家，出席新科立委共識營，1／29也將參與民進黨團會議，同步啟動人事布局。賴清德也著手黨務人事改組，而被點名的吳崢王義川以及賴主席本人，傳出就在23號，三人會見面坐下來聊聊職務變動。挑戰中和立委惜拜的吳崢，形象清新，擁有空戰高聲量，坦言已獲電話徵詢，將接任新聞部主任，而張志豪轉戰組織部主任，而大選中發起搶救不分區有功的王義川也被延攬，接替立委落選又身陷桃色風波的羅致政，擔任政策會執行長，加入民進黨中央黨部運作。民進黨立委落選人吳崢：「未來我想只要黨有需要，無論是什麼樣的崗位，我都非常樂意和黨一起並肩作戰。」選後賴主席沒休息時間，在國會龍頭以及閣揆定奪之前，黨中央搶先換新血。,EBC
987,即／寒流襲台放低溫假？侯友宜：已啟動避寒機制｜東森新聞,https://news.ebc.net.tw/news/article/402226,2024-01-23 11:20:00,政治,寒流席捲全台，氣溫直直落，甚至各地高山都見到雪了，而針對天冷的狀況會不會放低溫假等，新北市長侯友宜也給了答案。入冬最強寒流來襲，中央氣象署預測今明最冷。為了因應低溫可能造成路面結冰或積雪，影響通行和上班上課安全，包括台北市的陽明山國小、湖田實驗國小；桃園市的復興區三光國小、高義國小；新竹縣的尖石鄉新光國小、秀巒國小、玉峰國小、石磊國小，今天停止上課。桃園市復興區因為降雪，華陵、三光、高義等三里也宣布停班課。另外，台中市和平區區長吳萬福宣布，今（23）日中午過後，和平區所有幼兒園宣布放低溫假；明天（24日）全和平區學校放低溫假1天。至於新北市是否會有低溫假，侯友宜也回應了「這段時間我已經請教育局和各學校，就地區狀況去做好評估，甚至有關區公所的避難機制都已經全部啟動」，學校部分「各學校評估當中，都會按照師生安全為最大優先，尤其如果到校我們在保暖上一定要做好」，另外防寒機制也要做到好，所以每個學校「尤其在山區很容易下雪的地方，我們早就已經啟動避寒機制，已經做好萬全準備」，侯友宜也提到，這禮拜大概都是在低溫底下，希望「大家都能做好的準備以外，都能夠平安渡過寒冬。」,EBC
988,最強幹事長回娘家 賴分享「朝小野大」經驗勉新科少應酬｜東森新聞,https://news.ebc.net.tw/news/article/402272,2024-01-23 18:52:00,政治,總統當選人賴清德回娘家，出席民進黨團舉辦新科立委共識營，回到立法院幫國會新血們新生訓練。記者vs.總統當選人賴清德：「（有很多要跟大家傳授的嗎？），謝謝謝謝，（賴副怎麼爭取立院龍頭呢？）。」賴清德過去在立法院曾擔任黨團幹部，有最強幹事長之稱，賴清德致詞先以三點勉勵新科委員，要擔任國家與人民之間的橋樑，也特別分享當時經歷「朝小野大」的經驗，提點新立委們，在現今「三黨不過半」的情況下，可能會遇到棘手難題，最後也強調他不會親身下指導棋或操盤，於國會保持中立態度。而不分區新人們也馬上面對考驗。不分區立委當選人沈伯洋：「因為現在還不知道會去哪個委員會，對我們來講比較重要的是大家怎麼分配，比如說教育相關的，或者有滲透相關的，或者剛講跟資安有關的，又或者是跟社會福利有關的，應該所有政策都應該討論，不是只有針對這件事情。」外界關注沈柏洋是否進入國防委員會，網友們則很期待萬老師，郭昱晴，會不會找她能找戲劇中的演員「黃主任」，來當辦公室主任。不分區立委當選人郭昱晴：「就是一個很可愛的議題，我馬上有跟黃主任講說，你有看到嗎？要不要來應徵我的辦公室主任，開玩笑的就是很可愛，（辦公室主任找到了嗎），還在尋找當中謝謝。」綠委們的新生訓練氣氛輕鬆，但可以感受到開議後即將面對朝小野大局面，黨團從上到下繃緊神經。,EBC
989,賴清德談朝小野大經驗 勉新科立委「少應酬多讀書」｜東森新聞,https://news.ebc.net.tw/news/article/402323,2024-01-23 22:21:00,政治,總統當選人賴清德回娘家，出席民進黨團舉辦，新科立委共識營，回到立法院，幫忙新生訓練。記者vs.總統當選人賴清德：「（有很多要跟大家傳授的嗎）謝謝謝謝（賴副怎麼爭取立院龍頭呢。）」賴清德過去在立法院，曾有最強幹事長之稱，致詞時先以三點勉勵新科委員，也特別分享，當時經歷「朝小野大」的經驗，提點在現今「三黨不過半」的情況下，可能會遇到的棘手難題，而讓準立委們，印象最深刻的是這件事。立委當選人吳沛憶：「他以立委學長的身分，來給我們一些經驗談，特別跟我們講到，他當立委的時候很少應酬，要我們少應酬多讀書，多把資料研讀好。」賴清德最後也強調，不會親身下指導棋或操盤，對立院決策，保持中立，意有所指，國會龍頭之爭，交給黨團頭痛就好。民進黨立院黨團總召柯建銘：「今天怎麼可能，有人在這個地方，討論正副院長選舉，今天最主要就是，賴總統來勉勵大家，當然是游昌配啊，已經講得這麼清楚了。」綠營有唯一共識，就看關鍵少數那8票，傳出民眾黨可能採取分裂投票，立法院長支持民進黨游錫堃，副院長則票投國民黨江啟臣，同時牽制兩黨。立法院長游錫堃：「他是互選，必須要完成黨團推薦程序。」國民黨立委王鴻薇：「就是當柯建銘都說你，沒用的8席（民眾黨立委），你要還去投游錫堃，不會沒用到這種地步吧。」藍綠都說不看民眾黨臉色，又很難不關注小黨決策。,EBC
990,獨！為高雄市長搶先暖身？傳許智傑主動爭取綠黨團幹部｜東森新聞,https://news.ebc.net.tw/news/article/402324,2024-01-23 22:10:00,政治,準國民黨不分區立委柯志恩，2024將重返國會，2026布局，已在人生規劃裡面。國民黨不分區立委當選人柯志恩：「拿這個不分區就是要經營南部，不管是未來要不要出來選市長，但是你不能說，出來選完就走掉。」柯志恩坦言，不排除再度參選高雄市長，儘管在2022年被徵召參選時，不敵連任的陳其邁仍拿下約53萬票。而這次大選，民進黨立委在高雄八仙過海，更讓她嗅到警訊，下定決心替國民黨打江山。國民黨不分區立委當選人柯志恩：「不繼續經營對不起這些，當初投票給妳的，我也覺得國民黨，在濁水溪以南，的確要好好來去做，否則永遠都是南票北補，然後北部又補不夠多，南部又是這樣子，我覺得這東西，未來在四年之後總統大選也還是選不贏。」而民進黨現任市長陳其邁任期將屆滿，未來有望更上層樓，誰來接棒，賴清德競選總幹事、前屏東縣長潘孟安被點名，已開始跑基層，而前立委，海委會主委管碧玲多年深蹲港都，還有菊系有意培養接班的立委賴瑞隆以及有意角逐的正國會立委林岱樺正在觀望。而立委許智傑，傳出已搶先行動，主動爭取民進黨團幹部，增加曝光度，依循陳其邁曾任黨團幹部變市長，幹事長成功幹市長，的同一路線。民進黨立委許智傑：「建議柯志恩先不要只想選舉，我現在會專心做好立委工作，當一天和尚敲好一天，才不負鄉親期待。」國會選舉剛落幕，就成2026首長養成班，有志之士已開始鴨子划水磨刀霍霍。,EBC
991,藍推「韓江配」搶立院龍頭尚未落幕 黨團選總召恐又紛擾｜東森新聞,https://news.ebc.net.tw/news/article/402329,2024-01-23 22:55:00,政治,立委傅崐萁的成全，讓國民黨不分區立委當選人韓國瑜，和立委江啟臣組成「韓江配」，爭取2月1日立法院正副院長選舉，主席朱立倫更宣布，所有藍委都要亮票，一票都不能跑。國民黨立委江啟臣：「國民黨不能跑票這件事，實際是非常重要的，因為三黨不過半的情況，國民黨雖然是在野最大黨，所以更有團結的壓力。」只是國民黨掌握54席，並沒有過半，更傳出至少有2人遭接觸鎖定，韓江出手固票，拜會立委高金素梅爭取支持，也陸續約了新科立委喝咖啡。國民黨立委當選人徐巧芯：「才剛跟韓市長，應該要稱呼韓院長，還有江副院長約好了，要見面的時間，都很希望2／1，我們推出的正副院長人選，能夠順利過關。」但藍營立院黨團，不只因為國會龍頭頻傳出角力，黨團三長也將在30日投票。目前總召人選，賴士葆已經表態，柯志恩、林德福、李彥秀都被點名接棒。前中廣董事長趙少康：「黨團的事情，我們從來不介入，他（朱立倫）說有什麼好介入呢，他說反正都是輪流的，我想既然朱立倫講這樣的話，就應該會完全尊重黨團自主。」還有傅崐萁動向不明，透露自己，早就擔任過總召，柯建銘以前還常常被他修理，言談之間，並未否認爭取黨鞭，國民黨內另場戰爭，恐怕正要開始。,EBC
992,精準命中徐若瑄離婚 艾菲爾老師：游錫堃勝選立法院長｜東森新聞,https://news.ebc.net.tw/news/article/402338,2024-01-24 09:01:00,政治,立法院長選舉將於2月1日登場，曾經精準命中徐若瑄離婚的塔羅牌老師艾菲爾，在臉書上以姓名學的方式，預測游錫堃與韓國瑜誰將在立院龍頭之爭勝出。知名塔羅牌老師艾菲爾於2021年徐若瑄捲入王力宏出軌風波時，就在命理節目命運好好玩上預言，她會在3年內離婚，結果預言成真，徐若瑄在去年底宣布簽字離婚。艾菲爾在23日下午在臉書PO文，以姓名學的方式，測算韓國瑜與游錫堃，誰會在立院龍頭選舉中勝出，並且在於韓國瑜的名字下方寫下「包袱卦」，游錫堃名字的下方寫下「小利卦」。艾菲爾在臉書貼文留言處斷言，「游錫堃，勝」。網友在艾菲爾的臉書留言表示，「卡」、「讓我們看下去」、「水喔，敢預測這個厲害」、「這難度很高耶」。另外還有網友以命理角度，給出不同意見，「老師兩個人機會點弄反囉，游錫堃今年機會點是財，韓國瑜是絕。所以游錫堃是套牢卦，韓國瑜是靜觀卦，機會點應該是以總筆畫為起點」。資深媒體人黃暐瀚日前在新聞節目關鍵時刻中分析表示，韓國瑜在立院龍頭爭奪戰中具有較大的勝算，因為白營不願意與綠營合作，這樣會讓他們變成小綠，反之，與藍營合作則會成為小藍。黃暐瀚預測，白營不分區立委的8票可能會投給自己，依據立法院的選舉辦法，第一輪投票可能不會有結果，但預測韓國瑜最終會在第二輪中獲得54票，而游錫堃獲得51票，最終奪下院長寶座。,EBC
993,《賀瓏夜夜秀》發言涉歧視遭炎上！ 王志安反嗆：消費殘障的是民進黨｜東森新聞,https://news.ebc.net.tw/news/article/402366,2024-01-24 11:22:00,政治,旅居日本的前央視記者王志安，日前上薩泰爾娛樂賀瓏夜夜秀分享自己對於台灣選舉的看法，其中一段他稱台灣的選舉像一場秀，點名民進黨的競選活動把「殘疾人士推上去煽情」，被認為是在諷刺身障的民進黨不分區立委陳俊翰律師，遭到綠營砲轟，民進黨發言人張志豪更表示予以譴責。不過王志安也反嗆，「真正消費殘障人士的是民進黨的造勢手法，不是我。」王志安近日來台灣觀選，並受邀上賀瓏夜夜秀分享自己對台灣選舉的看法，他形容台灣的競選造勢像一場秀，「有歌星，還有前面鋪墊的，還有把殘疾人士推上去煽情的」，還說當「淚點一來的時候，殘疾人士說唉唷要支持民進黨」，一邊舉起手模仿身障人士的動作，而主持人賀瓏和Albee則在一旁以笑聲拍手回應。此番言論被認為是在暗諷民進黨不分區立委第16名的陳俊翰律師，陳俊翰患有先天性「脊髓性肌肉萎縮症」，全身上下只剩下眼睛、嘴巴以及一根小指頭可以活動的他曾考到律師高考榜首，取得會計師執照，並取得哈佛法學院碩士，密西根大學法學院博士，本次民進黨邀請陳俊翰擔任不分區立委，盼協助更多罕病家庭，改善他們的生活。不少綠營支持者痛批王志安和賀瓏夜夜秀拿身障人士開歧視性的玩笑相當不妥；民進黨發言人張志豪也表示不以為然並予以譴責，強調民進黨持續為障礙者打造健全制度及擁有平等機會而努力，不會因為單一評論者的影射及片面評價而改變，也期待評論者尊重障礙者平權、尊嚴的聲音。對於節目內容引發爭議，賀瓏夜夜秀製作人「霍金」向陳俊翰律師致歉，並表示修剪此段影片內容，但王志安則透過社群平台X反嗆：「民進黨發言人特別譴責我在夜夜秀的言論，笑死了。」王志安說，真正消費殘障人士的是民進黨的造勢手法，不是他，更反問如果民進黨真的重視殘障人士，為何把陳俊翰名列不分區第16名而非安全名單？「把殘障人士當競選工具，弄到造勢晚會，又是音樂又是煽情，這叫重視殘障人士？這叫作秀好嗎？」王志安還說，一個執政黨的發言人，竟然對一個綜藝節目的言論斷章取義施以壓力，哪有一點民主政黨虛懷若谷的樣子？酸民進黨是綠共，嗆民進黨不要仗著執政地位對節目組去施壓，嚇得夜夜秀趕緊出來澄清道歉。他強調，我說的話自己負責，「你們要不要出來接受我的訪問？或者你們發言人採訪我一下，也可以」，讓全體台灣人民評價誰才是消費身障人士。王志安發文反嗆民進黨消費身障，還批不要對賀瓏夜夜秀施壓。（翻攝自X@wangzhian8848）更多鏡週刊報導賀瓏夜夜秀來賓王志安諷民進黨找身障競選「煽情」薩泰爾製作人道歉了民進黨「喬王」柯建銘想退休了！感嘆從第2屆進立院：現在只剩我1人「拿不分區就是要經營南部」柯志恩認不排除再戰2026高雄市長,EBC
994,《賀瓏夜夜秀》來賓發言遭批歧視身障！ Albee道歉：沒聽清楚就笑了｜東森新聞,https://news.ebc.net.tw/news/article/402375,2024-01-24 12:01:00,政治,薩泰爾娛樂的賀瓏夜夜秀日前請來旅居日本的前中國央視記者王志安，分享對於台灣大選的看法。其中王志安形容台灣選舉像一場秀，還有殘疾人士上台高喊支持民進黨，他直呼煽情，而一旁的主持人賀瓏和Albee則以掌聲和笑聲回應。此段節目內容引發爭議，因為民進黨不分區立委候選人陳俊翰為先天性「脊髓性肌肉萎縮症」，眾人砲轟王志安歧視，薩泰爾製作人和Albee也先後公開表示道歉。王志安近日形容台灣競選造勢像一場秀，提到「有歌星，還有前面鋪墊的，還有把殘疾人士推上去煽情的」，還說當「淚點一來的時候，殘疾人士說唉唷要支持民進黨」，一邊舉起手模仿身障人士的動作，而主持人賀瓏和Albee則在一旁以笑聲拍手回應。這番言論被認為是在影射患有先天性「脊髓性肌肉萎縮症」的民進黨不分區立委候選人陳俊翰，王志安遭砲轟歧視身障者，民進黨發言人張志豪表示不以為然並予以譴責，當天同樣受邀上節目的民進黨立委鄭運鵬也聲明，他當時還不在現場，事前不知情也不可能認同其他來賓的不當發言，呼籲製作單位和當事人應為內容致歉。對此，賀瓏夜夜秀製作人「霍金」回應表示，因製作疏忽，「造成部分內容對陳俊翰律師不敬，在此向陳俊翰律師致歉，非常對不起。」並表示會修剪影片內容。Albee今（24日）也在臉書發文表示，她今天凌晨才知道節目中某個片段引發劇烈回應，「身為助理主持人我感到非常的抱歉。」Albee表示，「當下那段對話，來賓的發言不在腳本內，也沒有指名道姓，我很抱歉我只聽到台灣選舉像秀、有歌星和找人上去煽情就笑了⋯⋯完全沒有聽懂他說的竟然是『殘疾人』」，強調她從未歧視任何人，更不可能為會想要傷害為生命奮鬥也為了造福更多人而奮鬥的陳俊翰律師。她解釋，因為場地限制，舞台上主持人沒有監聽喇叭，現場回音很大，如果語速稍快或不夠大聲，就會聽不清楚台上的人在說什麼，但因為不想破壞節目的節奏，因此選擇以笑聲模糊帶過，造成意想不到的傷害是她始料未及的。她澄清強調自己沒有聽到「殘疾人」3個字，所以不知道來賓影射的對象是陳俊翰律師，「我完全明白陳律師的努力和他想要實現的理想，他的行動和理念都十分令我敬佩。」Albee強調，「如果當時我能完全理解來賓所說的整段話，我會很嚴肅地告訴王先生，拿他人身體殘疾或理念作為嘲笑的內容，著實令人遺憾。」她也說，台灣選舉或許有情感渲染之處，但仍然有許多為台灣民主自由奮鬥、實實在在為台灣努力的人，「我打從心底，非常非常感激他們。」更多鏡週刊報導賀瓏夜夜秀發言涉歧視遭炎上！王志安反嗆：消費殘障的是民進黨賀瓏夜夜秀來賓王志安諷民進黨找身障競選「煽情」薩泰爾製作人道歉了民進黨不分區登記！「台版禹英禑」亮相郭昱晴曝本就想出來選,EBC
995,遭《賀瓏夜夜秀》來賓諷「殘疾人催票」 陳俊翰回應了！｜東森新聞,https://news.ebc.net.tw/news/article/402393,2024-01-24 14:20:00,政治,薩泰爾娛樂製作的人氣脫口秀節目賀瓏夜夜秀，選前曾邀請不少政壇名人參加引發轟動，沒想到前大陸央視調查記者王志安卻在前天（22日）播出的節目中，譏諷民進黨推出身障律師陳俊翰選不分區立委，是靠「殘疾人」上台煽情催票，還模仿陳俊翰喊出「支持民進黨、搶救王義川」。對此，陳俊翰今（24日）上午接受ETtoday新聞雲訪問時表示，肯定製作單位願意發出道歉聲明，希望社會藉此事件反思，應該看到障礙者身為人的尊嚴和價值，而不只是特殊的身體狀況，這是一個進步社會應該做到的。大陸媒體人王志安近日上賀瓏夜夜秀時表示，他這次特地到台灣來觀察選舉，他覺得看台灣造勢場合像「走錯片場」，有歌星、有鋪墊，「還有把殘疾人推上去煽情的」、「音樂一起，然後那個殘疾人說支持民進黨、搶救王義川」，明顯就是在影射民進黨不分區立委名單中的身障律師陳俊翰。對此，賀瓏夜夜秀製作人霍金也在昨（23日）晚於該則影片下方置頂留言向陳俊翰致歉，「本集提及台灣選舉的特殊文化時，因製作上的疏忽，造成部分內容對陳俊翰律師不敬，在此向陳俊翰律師致歉，非常對不起。節目製作組會在日後謹慎處理節目中的內容，並在各露出平台上修剪此段影片，避免上述事件再次發生；謝謝各位，也為上述內容帶來的不快再次致歉。」陳俊翰今上午受訪時回應該起爭議，首先他肯定製作單位在輿論譁然不久後，就願意發出道歉聲明，其實他不在意製作單位對自己個人表達的歉意，說真的，他看了影片覺得「笑笑而已」，在台灣民主社會，很多公眾人物都會被拿出來評論，正面或負面都有，大家都習以為常。不過，陳俊翰認為這起事件比較不一樣，且讓人介意的點是，這位記者以身心障礙者特殊的狀況、身體的疾病來揶揄、訕笑，還批評台灣的民主選舉好像一場「秀」，這點令人無法接受，「在中國連選舉自由都沒有，何以回過頭來，嘲笑台灣的民主自由和選舉？令人感到荒謬。」陳俊翰更聲稱，王志安對於障礙者的認識，似乎認為「障礙者就是不值得出來、不配出來參選」、「沒有能力去實現自己的理念」，好像就只能「當作政黨煽情、博取同情的工具」，他認為這樣的理解和想法是非常錯誤的，在台灣不管是障礙者或非障礙者，只要有理念和想法，本來就有出來參政的自由和權利。至於媒體的處理方式，陳俊翰也認為，希望包括製作單位在內的其他主流媒體，在處理障礙者議題時，不該只把重點放在障礙者的障礙，或者障礙者的一些疾病上，好像把他們當作揶揄、嘲笑的對象，希望可以用同理心、尊重的態度面對。陳俊翰也坦言，這位記者表達不當的看法及言論後，主持人及現場觀眾的反應，反而才是讓他覺得有些訝異及失望的地方，「我會期待，當那樣的場面出現，其實主持人應該要適時地表示、制止他這樣歧視性的發言。」對比中國，陳俊翰認為，台灣對於自由、民主、人權的價值應該是進步非常多的，這應該要體現到對身障者同理、權益的尊重上，希望藉由這件事情讓大家反思：在社會上是不是還有些人對於障礙者有一些歧視、偏見、刻板印象，只看到障礙者身體的特殊狀況，而沒有看到他們身為人的一個價值及能力，還有他們應該受到的基本的尊重。至於是否希望王志安道歉？陳俊翰認為很難期待，因為從對方的發言中，可以看出他對於障礙者的理解、民主制度的理解，可能跟大多數的台灣人有很大的鴻溝，甚至可能不會認為自己有什麼問題或錯誤。事實上，王志安早在昨深夜就於X平臺上連發數篇文回嗆民進黨發言人，「真正消費殘障人士的是民進黨的造勢手法，不是我」，並強調如果民進黨真重視殘障人士，為何把陳俊翰名列不分區第16名？而不是列入安全名單？「把殘障人士當競選工具，弄到造勢晚會，又是音樂又是煽情，這叫重視殘障人士？這叫作秀好嗎？」王志安也坦言，自己根本不在乎得罪民進黨，如果因為自己的發言無法再到台灣，那他也接受，「但我會鄙視台灣的政客」，而且「也沒關係，我很快就加入日本籍了，這之後我看民進黨還敢不讓我入關？如果有難度我再加入美籍，我看哪個不識相的執政黨敢不讓美國人入境台灣？」,EBC
996,選後新局 藍白都說會優先推動不在籍投票立法｜東森新聞,https://news.ebc.net.tw/news/article/402400,2024-01-24 14:42:00,政治,國民黨立院黨團今天召開記者會，強調新立院2月1日組成後，將把不在籍投票法列為優先法案。國民黨立委王鴻薇說，台灣有190到200萬人在異地工作或海外求學，返家投票困難重重，立院應儘速推動不在籍投票。金門立委陳玉珍也說，金門航班有限，投票率常難超過4成，今年甚至有選民機票都買了還無法回去投票，推不在籍投票卻實有必要。國民黨立委賴士葆表示，民進黨長期在國會佔有席次優勢，卻拒絕推動不在籍投票、深化民主，因為不在籍的適用對象，如台商、外地派駐的軍公教，不是傳統民進黨選民，甚至連疫情期間也因為不願推動不在籍投票，侵害確診者的投票權益，尤其許多選民並沒有在戶籍地工作或求學，例如在花蓮求學的台北學生來說，飛機、北迴鐵路一票難求，徒增投票成本。新科立委廖偉翔也說，在台印尼移工2019年就在台灣選舉印尼總統，據統計台灣約有190萬到200萬人在異地工作或海外求學，民進黨過去有錢可以給學生包返鄉專車，但如今卻因青年不支持民進黨，青年催票意願變低，但不在籍投票不應該是政治考量，多國已經推動且利大於弊下，政府不該再逃避。國民黨將不在籍投票法案列為新立院優先法案，民眾黨不分區立委當選人今天也召開記者會，說明推動不在籍投票也是民眾黨新黨團，在立院新會期的優先法案。雖然目前看來，藍白對於不在籍投票立法適用對象不盡相同，民眾黨希望修法的內容，包括「加速公投」和「境內」總統大選的通訊投票、移轉投票以及特別投票所立法，但民眾黨立委仍表示，已經聽說國民黨團也要推不在籍投票法，只要福國利民的法案，大家可以一起推動。對於藍白磨刀霍霍都說要推動不在籍投票，中選會回應，會持續聆聽蒐集各界對選務或立法意見，若另涉選罷法或非主管法律的立法或修法意見者，將轉陳給法律主管機關參考。,EBC
997,脫口秀惹議！中國媒體人評台灣 大選訕笑身障挨轟｜東森新聞,https://news.ebc.net.tw/news/article/402403,2024-01-24 15:32:00,政治,中國媒體人評論台灣大選像演唱會現場，但這段言論也引發熱議，像在影射民進黨競選期間宣傳影片。民進黨不分區提名人，國際人權法專家陳俊翰律師身為身障者也多次出現在競選影片中，被拿來當脫口秀節目內容訕笑，外界可忍不住。民進黨發言人張志豪就表示，黨內對此惡意言論不以為然，並給予譴責。知名導演葉天倫則引用李國修名言「喜劇演員最懂得生命的悲傷」，怒斥節目說你們差得遠了。節目製作人趕緊道歉，坦承製作疏失，還修改片段。不過王志安倒很不滿，發推特直說，到底是誰不尊重身障人士？而這也不是他第一次評論台灣選舉文化。中國媒體人王志安：「實際上做為普通的大陸人，對台灣的民主制度是非常感興趣的，很多來自中國的人也希望將來有一天，在今天的中國也可以執行類似台灣這樣的民主制度。因為我過去也曾經講過，台灣可以執行的制度，大陸同樣也可以執行，只不過具體的方式，可能會有些細節可以探討。」王志安言行直接，不怕被封殺，另外歧視爭議受到波及的，還有節目上旁邊搭笑的助理主持Albee，趕緊出來解釋，現場沒聽到「殘疾人」，只聽到歌星選舉像秀就笑了，想要緊急滅火，就希望可澆熄外界怒火。,EBC
998,韓國瑜挺國會改革 黃國昌讚好範例：民進黨別再迴避｜東森新聞,https://news.ebc.net.tw/news/article/402404,2024-01-24 15:15:00,政治,2024大選落幕，新一屆國會將在2月1日起就任開議！對於民眾黨團提出國會改革4項主張，有意爭取立法院龍頭的國民黨立委當選人韓國瑜正面回應「樂於支持，共同合作修法」；對此，民眾黨不分區立委當選人黃國昌認為是未來國會正常運作的非常好的範例。「這些日子，聽到許多對於國會改革的建言，都非常有道理」，韓國瑜今（24日）於臉書說明，諸如建立國會聽證、主張國會調查權、強化人事同意權、強化利益迴避、公布經費使用，有的人也提到正副院長選舉記名投票等。韓國瑜提及，有些主張及法案於前幾屆立法院就曾提出，可惜未被重視、落實，「新國會、新民意，必須展現強大的制衡力量，才能有效的監督執政」，喊話樂見委員提案，共同合作修法，再造完善的國會，落實公平正義。黃國昌認為，韓國瑜當選立委後，積極對國會改革訴求提出回應，他表示支持與肯定，是未來國會正常運作的非常好範例；他直指，民眾黨對韓國瑜的回應表示非常歡迎，呼籲民進黨別再迴避問題，也期待綠營有進一步回應。針對大選發生多起選務瑕疵，黃國昌與黃珊珊、陳昭姿於記者會指出，藍綠必須放下政治算計，立即著手推動選務改革，杜絕日後投開票流程可能的瑕疵，並在確保資安的情況下，分為短、中、長期計畫，加速推動不在籍投票。短期內加速公投的通訊投票、移轉投票、特別投票所投票的立法；中期加速國境內的總統副總統選舉通訊投票、移轉投票及特別投票所投票的立法；長期計畫則是在解決資安疑慮後，開放所有選舉的網路投票，讓更多民眾權益受到保障、台灣民主越來越進步。更多鏡週刊報導民進黨「喬王」柯建銘想退休了！感嘆從第2屆進立院：現在只剩我1人新科綠委新生訓練學長賴清德3點勉勵：別把自己當菜鳥提賴清德選贏仍會檢討蔡正元酸藍白蠢「2028再敗一次」,EBC
